Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-931542,Asus,ROG Phone 8,2022,239,19837,6,256,Unisoc T760,Helio G99,Adreno 619,3475,45,No,6.5,1080x2400,60,IPS LCD,64,12,3,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.1,Wi-Fi 5,None,IP54,187,Gold,3.6,24497
PH-480832,Asus,Zenfone 11 Ultra,2024,164,13612,8,64,Unisoc T760,Dimensity 700,Mali-G57 MC3,3792,18,No,6.5,1080x2400,60,IPS LCD,48,16,4,4K@30fps,Android,13,Single SIM,No,No,5.4,Wi-Fi 7,Under-display,IP67,220,Gold,3.7,39728
PH-953747,Asus,Zenfone 10,2022,242,20086,6,128,MediaTek Helio G99,Unisoc T760,Mali-G57 MC1,3465,33,No,6.1,1080x2400,60,AMOLED,48,8,3,4K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),No,No,5.0,Wi-Fi 5,Rear-mounted,None,177,Graphite,4.2,35616
PH-842870,Asus,ROG Phone 7,2023,202,16766,8,256,Snapdragon 695,Snapdragon 695,Mali-G57 MC2,3740,33,No,6.1,1080x2400,60,AMOLED,64,8,4,1080p@30fps,Android,15,Single SIM,No,No,5.4,Wi-Fi 5,Side-mounted,IP54,197,Gold,3.9,6045
PH-208870,Asus,Zenfone 10,2025,419,34777,6,128,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Mali-G610 MC6,5048,80,No,6.7,1080x2520,120,OLED,12,16,2,4K@60fps,Android,13,Dual SIM,Yes,No,5.3,Wi-Fi 7,Under-display,IP52,191,Green,4.1,18514
PH-414133,Asus,Zenfone 11 Ultra,2025,542,44986,12,128,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Adreno 725,4890,80,No,6.4,1440x3200,90,Super AMOLED,48,20,2,4K@120fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 6E,Under-display,None,176,Titanium,4.1,32647
PH-678319,Asus,Zenfone 11 Ultra,2024,521,43243,6,512,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Adreno 725,5188,67,Yes,6.7,1080x2520,90,Super AMOLED,64,20,2,8K@24fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 6E,None,None,209,White,4.3,26633
PH-855553,Asus,Zenfone 10,2023,524,43492,6,128,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Adreno 732,4880,80,No,6.4,1080x2400,90,OLED,48,8,4,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 7,Rear-mounted,IP68,205,Midnight,4.5,26857
PH-987999,Asus,Zenfone 11 Ultra,2024,374,31042,8,256,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Immortalis-G715,4125,80,Yes,6.6,1080x2400,120,AMOLED,108,8,3,4K@120fps,Android,15,Single SIM,Yes,Yes,5.0,Wi-Fi 5,Under-display,IP52,187,Titanium,4.6,48145
PH-139312,Asus,Zenfone 10,2024,407,33781,8,256,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Immortalis-G715,4779,80,Yes,6.3,1080x2520,90,Super AMOLED,108,12,4,4K@60fps,Android,15,Single SIM,Yes,No,5.2,Wi-Fi 6,Rear-mounted,IP68,198,Blue,4.2,45244
PH-385592,Asus,Zenfone 11 Ultra,2023,546,45318,6,512,Exynos 1380,Snapdragon 7 Gen 3,Adreno 725,4918,45,No,6.3,1440x3200,90,Super AMOLED,48,12,2,8K@24fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 6,Rear-mounted,IP52,202,Green,4.3,46143
PH-395410,Asus,ROG Phone 7 Ultimate,2024,592,49136,8,256,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G615 MC2,4346,67,Yes,6.3,1080x2400,120,OLED,48,20,2,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 6,Rear-mounted,IP54,186,Midnight,4.3,23061
PH-974400,Asus,ROG Phone 7 Ultimate,2023,494,41002,8,128,Snapdragon 7s Gen 2,Exynos 1380,Mali-G610 MC6,5093,67,Yes,6.6,1440x3200,120,Super AMOLED,48,8,4,8K@24fps,Android,14,Dual SIM,Yes,No,5.4,Wi-Fi 6,Rear-mounted,IP67,177,Black,4.1,28301
PH-358997,Asus,ROG Phone 8,2024,560,46480,6,512,MediaTek Dimensity 7200,Exynos 1380,Immortalis-G715,4636,80,Yes,6.3,1440x3200,120,AMOLED,64,16,4,4K@120fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 5,Under-display,IP52,200,Gold,4.1,17829
PH-160453,Asus,Zenfone 11 Ultra,2024,591,49053,8,128,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Adreno 725,4064,67,Yes,6.6,1080x2520,90,Super AMOLED,48,8,2,4K@120fps,Android,15,Single SIM,Yes,No,5.3,Wi-Fi 7,Under-display,IP67,184,Black,4.1,25303
PH-901873,Asus,ROG Phone 7,2025,522,43326,6,256,Dimensity 8300 Ultra,Exynos 1380,Mali-G615 MC2,4868,45,Yes,6.3,1080x2520,120,Super AMOLED,64,16,3,8K@30fps,Android,13,Dual SIM,Yes,No,5.1,Wi-Fi 6E,Rear-mounted,IP68,198,Gray,4.5,24585
PH-499066,Asus,Zenfone 10,2023,414,34362,6,256,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G610 MC6,4962,67,No,6.3,1080x2400,120,OLED,64,16,2,8K@24fps,Android,13,Single SIM,Yes,Yes,5.2,Wi-Fi 5,Under-display,IP52,205,Purple,4.0,31243
PH-857996,Asus,ROG Phone 7,2025,532,44156,12,128,Exynos 1380,Dimensity 7200,Mali-G615 MC2,5083,45,Yes,6.4,1080x2520,120,OLED,108,20,4,8K@24fps,Android,15,Single SIM,Yes,Yes,5.4,Wi-Fi 5,Under-display,None,195,Midnight,4.0,24624
PH-485606,Asus,Zenfone 11 Ultra,2025,369,30627,6,512,Snapdragon 7s Gen 2,Exynos 1380,Immortalis-G715,4559,80,Yes,6.3,1080x2400,90,Super AMOLED,64,20,3,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 5,Side-mounted,IP52,201,Red,4.6,14356
PH-124994,Asus,ROG Phone 7,2024,415,34445,12,512,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G610 MC6,4402,45,Yes,6.7,1080x2400,120,AMOLED,108,20,4,4K@60fps,Android,15,Single SIM,Yes,No,5.1,Wi-Fi 5,Rear-mounted,IP68,184,Red,4.3,22425
PH-994093,Asus,ROG Phone 7,2023,454,37682,12,512,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Adreno 725,4463,80,No,6.6,1080x2520,90,OLED,64,8,3,8K@24fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 6,None,IP67,175,Blue,4.6,36506
PH-647637,Asus,Zenfone 11 Ultra,2024,420,34860,6,256,Exynos 1380,Dimensity 8300 Ultra,Adreno 725,4293,67,Yes,6.7,1080x2400,120,Super AMOLED,50,20,3,8K@30fps,Android,13,Single SIM,Yes,Yes,5.0,Wi-Fi 6E,None,IP52,203,White,4.0,48318
PH-703510,Asus,ROG Phone 8,2024,396,32868,8,256,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Immortalis-G715,4411,45,Yes,6.5,1080x2520,120,Super AMOLED,50,20,4,8K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 7,None,IP52,204,Gold,4.5,49923
PH-450318,Asus,ROG Phone 8,2024,539,44737,12,512,Exynos 1380,Snapdragon 7 Gen 3,Mali-G610 MC6,4996,45,Yes,6.2,1080x2520,120,OLED,64,20,2,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 5,Rear-mounted,None,192,Green,4.2,13886
PH-425854,Asus,ROG Phone 7,2025,396,32868,6,256,Snapdragon 7 Gen 3,Exynos 1380,Adreno 725,5096,67,No,6.8,1080x2400,90,Super AMOLED,12,20,2,4K@60fps,Android,15,Single SIM,Yes,Yes,5.3,Wi-Fi 5,Under-display,IP67,180,Gold,4.1,40898
PH-807642,Asus,Zenfone 11 Ultra,2025,409,33947,6,256,Snapdragon 7s Gen 2,Dimensity 7200,Mali-G610 MC6,5149,80,Yes,6.7,1080x2400,90,OLED,50,8,4,4K@120fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 6,Side-mounted,None,209,White,4.5,42085
PH-682673,Asus,Zenfone 10,2024,376,31208,12,256,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Adreno 732,4575,80,Yes,6.8,1440x3200,90,Super AMOLED,50,8,2,4K@60fps,Android,13,Single SIM,Yes,Yes,5.0,Wi-Fi 5,Under-display,IP54,176,Midnight,4.6,2674
PH-572253,Asus,ROG Phone 7 Ultimate,2024,503,41749,6,256,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Adreno 732,4506,45,No,6.8,1080x2520,120,Super AMOLED,108,20,4,8K@24fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 7,None,IP67,197,Blue,4.3,37438
PH-578776,Asus,ROG Phone 8,2023,345,28635,8,256,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G610 MC6,4908,67,Yes,6.3,1080x2400,120,OLED,50,8,2,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.1,Wi-Fi 6E,None,IP67,188,Purple,4.1,31283
PH-986913,Asus,Zenfone 10,2025,394,32702,8,128,Snapdragon 7s Gen 2,Exynos 1380,Mali-G610 MC6,4139,67,Yes,6.5,1080x2520,120,AMOLED,64,12,2,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6E,Under-display,IP52,167,Green,4.5,3681
PH-550262,Asus,Zenfone 11 Ultra,2023,517,42911,8,256,Snapdragon 7 Gen 3,Exynos 1380,Mali-G610 MC6,4034,80,Yes,6.5,1080x2400,120,OLED,108,8,2,4K@120fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 7,None,IP52,198,Midnight,4.2,3293
PH-377388,Asus,ROG Phone 7 Ultimate,2023,324,26892,6,256,Dimensity 8300 Ultra,Dimensity 7200,Immortalis-G715,4892,67,Yes,6.7,1440x3200,90,Super AMOLED,64,20,2,4K@60fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 5,Under-display,IP68,167,Graphite,4.6,34825
PH-822075,Asus,Zenfone 11 Ultra,2023,498,41334,8,256,MediaTek Dimensity 7200,Exynos 1380,Immortalis-G715,4910,67,No,6.7,1080x2520,90,Super AMOLED,50,12,4,8K@24fps,Android,14,Single SIM,Yes,No,5.4,Wi-Fi 7,Side-mounted,IP52,208,Silver,4.4,38611
PH-474798,Asus,ROG Phone 8,2023,466,38678,8,128,Exynos 1380,Snapdragon 7 Gen 3,Immortalis-G715,4548,80,No,6.7,1440x3200,120,Super AMOLED,64,20,3,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 7,Side-mounted,IP67,188,White,4.4,5041
PH-101921,Asus,ROG Phone 7,2023,420,34860,8,512,Exynos 1380,Snapdragon 7 Gen 3,Adreno 725,4670,45,No,6.4,1440x3200,90,Super AMOLED,64,12,2,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 6,None,IP54,201,Graphite,4.3,3314
PH-195764,Asus,Zenfone 10,2025,504,41832,6,128,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Mali-G615 MC2,4194,80,No,6.6,1080x2400,120,Super AMOLED,48,16,4,8K@30fps,Android,13,Single SIM,Yes,No,5.2,Wi-Fi 7,Side-mounted,IP67,172,Gray,4.4,21372
PH-834612,Asus,Zenfone 10,2023,381,31623,8,512,Exynos 1380,Snapdragon 7 Gen 3,Mali-G610 MC6,5050,67,Yes,6.4,1080x2400,120,AMOLED,108,20,4,8K@24fps,Android,13,Dual SIM,Yes,No,5.4,Wi-Fi 6,Rear-mounted,None,170,Green,4.4,21017
PH-252493,Asus,Zenfone 11 Ultra,2023,304,25232,12,512,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Adreno 732,4574,45,Yes,6.4,1080x2400,90,OLED,48,20,2,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,None,IP54,189,Titanium,4.1,39297
PH-860403,Asus,Zenfone 10,2025,351,29133,6,256,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Mali-G610 MC6,4027,80,Yes,6.8,1080x2400,90,AMOLED,108,8,3,4K@120fps,Android,14,Dual SIM,Yes,No,5.4,Wi-Fi 5,Rear-mounted,None,178,Red,4.1,23313
PH-322040,Asus,Zenfone 10,2025,428,35524,8,256,Dimensity 8300 Ultra,Dimensity 7200,Adreno 725,4801,45,Yes,6.3,1080x2400,120,Super AMOLED,48,20,2,8K@24fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 6E,Rear-mounted,IP52,206,Gray,4.4,8465
PH-556621,Asus,ROG Phone 7,2025,393,32619,12,256,MediaTek Dimensity 7200,Dimensity 8300 Ultra,Mali-G610 MC6,4472,67,No,6.6,1440x3200,120,OLED,48,16,2,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 5,None,IP68,185,Purple,4.6,27066
PH-903818,Asus,Zenfone 10,2024,481,39923,8,256,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Adreno 732,5173,45,Yes,6.6,1080x2520,120,AMOLED,108,12,2,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 7,None,IP52,201,Black,4.2,3717
PH-789649,Asus,ROG Phone 8,2024,542,44986,12,128,Dimensity 8300 Ultra,Dimensity 7200,Mali-G615 MC2,4085,67,Yes,6.6,1440x3200,90,OLED,12,12,2,4K@60fps,Android,15,Single SIM,Yes,No,5.0,Wi-Fi 7,Rear-mounted,IP68,178,Black,4.1,49702
PH-236004,Asus,ROG Phone 7 Ultimate,2025,509,42247,12,128,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Mali-G610 MC6,5059,67,No,6.5,1080x2400,120,Super AMOLED,108,8,4,8K@24fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 6E,Side-mounted,IP67,187,Midnight,4.5,27631
PH-382956,Asus,ROG Phone 7,2024,324,26892,8,128,Exynos 1380,Exynos 1380,Mali-G615 MC2,4956,80,No,6.6,1440x3200,90,Super AMOLED,108,16,2,8K@24fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 7,Under-display,IP52,179,Midnight,4.3,46404
PH-455945,Asus,Zenfone 10,2025,411,34113,8,512,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Adreno 725,4997,80,No,6.8,1440x3200,120,Super AMOLED,64,8,4,4K@120fps,Android,14,Dual SIM,Yes,No,5.3,Wi-Fi 7,Rear-mounted,IP54,188,Titanium,4.5,37512
PH-963771,Asus,ROG Phone 8,2025,572,47476,12,128,MediaTek Dimensity 7200,Exynos 1380,Immortalis-G715,4163,67,Yes,6.6,1080x2400,90,Super AMOLED,50,20,2,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 7,Side-mounted,IP52,175,Gold,4.3,48698
PH-677135,Asus,Zenfone 10,2023,474,39342,8,256,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Mali-G610 MC6,4552,45,No,6.2,1080x2400,90,Super AMOLED,48,8,3,4K@120fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 6E,Under-display,IP54,202,Titanium,4.4,18037
PH-267189,Asus,ROG Phone 7 Ultimate,2025,304,25232,12,256,Exynos 1380,Exynos 1380,Adreno 732,4871,67,Yes,6.4,1440x3200,90,AMOLED,64,12,3,8K@24fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,Under-display,IP54,175,Blue,4.6,13255
PH-902714,Asus,Zenfone 10,2024,350,29050,6,128,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Adreno 725,4675,67,Yes,6.8,1080x2400,120,Super AMOLED,64,8,3,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.1,Wi-Fi 5,Side-mounted,None,198,Blue,4.3,15458
PH-291374,Asus,Zenfone 10,2023,565,46895,8,128,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Adreno 732,4382,67,No,6.7,1440x3200,120,OLED,108,16,2,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 7,Under-display,IP67,184,Graphite,4.0,36751
PH-579210,Asus,ROG Phone 7 Ultimate,2024,339,28137,8,256,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Adreno 725,4791,45,Yes,6.4,1080x2520,120,Super AMOLED,50,20,3,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 6,None,IP52,201,Green,4.3,17747
PH-988909,Asus,Zenfone 11 Ultra,2023,411,34113,6,256,Dimensity 8300 Ultra,Exynos 1380,Mali-G610 MC6,5185,67,No,6.6,1080x2520,120,AMOLED,50,8,3,8K@24fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 7,Rear-mounted,IP52,198,Midnight,4.6,8157
PH-619237,Asus,ROG Phone 8,2023,350,29050,6,512,Snapdragon 7 Gen 3,Exynos 1380,Immortalis-G715,4682,80,No,6.4,1080x2400,90,OLED,64,16,3,8K@24fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 6E,Rear-mounted,IP54,195,Titanium,4.5,30298
PH-893551,Asus,Zenfone 11 Ultra,2023,311,25813,12,512,Snapdragon 7 Gen 3,Exynos 1380,Adreno 732,5053,80,Yes,6.8,1440x3200,120,Super AMOLED,108,8,2,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.2,Wi-Fi 7,None,IP52,210,Gold,4.2,28363
PH-832747,Asus,Zenfone 11 Ultra,2023,497,41251,12,256,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Immortalis-G715,4359,67,Yes,6.3,1440x3200,90,OLED,64,8,2,8K@24fps,Android,14,Dual SIM,Yes,No,5.1,Wi-Fi 6E,Rear-mounted,IP52,187,Gold,4.1,38661
PH-458048,Asus,Zenfone 10,2023,504,41832,12,512,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Immortalis-G715,4553,80,No,6.5,1080x2400,120,Super AMOLED,108,16,4,8K@30fps,Android,14,Single SIM,Yes,Yes,5.3,Wi-Fi 6E,None,IP52,205,Midnight,4.3,49838
PH-498153,Asus,ROG Phone 8,2023,415,34445,12,256,Exynos 1380,Dimensity 7200,Adreno 725,4903,67,Yes,6.6,1080x2400,90,OLED,108,8,4,8K@30fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 6,None,IP54,199,Graphite,4.4,20502
PH-893315,Asus,ROG Phone 7,2024,580,48140,12,256,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Adreno 732,5069,67,No,6.2,1440x3200,90,AMOLED,64,8,4,8K@24fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 6E,Under-display,IP52,174,Green,4.5,18007
PH-193147,Asus,ROG Phone 7,2025,451,37433,6,512,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Mali-G610 MC6,4724,67,No,6.7,1080x2520,90,Super AMOLED,12,8,2,8K@24fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 7,Side-mounted,None,181,Silver,4.1,33906
PH-719858,Asus,ROG Phone 7,2024,379,31457,8,512,MediaTek Dimensity 7200,Exynos 1380,Immortalis-G715,4264,80,No,6.8,1440x3200,120,Super AMOLED,12,16,2,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.3,Wi-Fi 6,Side-mounted,IP68,188,Gray,4.2,21632
PH-539172,Asus,ROG Phone 7,2025,414,34362,6,128,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Immortalis-G715,5144,45,No,6.7,1440x3200,90,OLED,48,20,4,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 6E,Rear-mounted,IP52,184,Graphite,4.5,45155
PH-738471,Asus,Zenfone 11 Ultra,2025,367,30461,6,128,Exynos 1380,Exynos 1380,Adreno 725,4341,80,Yes,6.2,1080x2400,120,AMOLED,50,12,3,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 5,Rear-mounted,IP52,177,Graphite,4.6,33081
PH-721405,Asus,ROG Phone 8,2024,412,34196,8,512,MediaTek Dimensity 7200,Exynos 1380,Mali-G610 MC6,4598,45,Yes,6.8,1440x3200,120,Super AMOLED,48,12,2,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.4,Wi-Fi 7,None,IP54,168,Red,4.2,5389
PH-474738,Asus,ROG Phone 7,2023,511,42413,8,256,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G615 MC2,4929,67,No,6.5,1080x2520,120,OLED,64,20,4,4K@120fps,Android,14,Dual SIM,Yes,No,5.0,Wi-Fi 6E,None,None,177,Purple,4.2,9933
PH-528583,Asus,ROG Phone 7,2024,549,45567,12,512,Exynos 1380,Snapdragon 7 Gen 3,Adreno 725,4833,45,Yes,6.6,1080x2520,90,Super AMOLED,12,20,2,8K@24fps,Android,15,Single SIM,Yes,No,5.0,Wi-Fi 6E,None,IP67,201,Gold,4.5,35895
PH-496992,Asus,ROG Phone 7 Ultimate,2023,416,34528,6,256,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Immortalis-G715,4572,67,No,6.8,1080x2400,120,OLED,64,8,2,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.4,Wi-Fi 6E,Side-mounted,IP68,207,Black,4.1,47586
PH-664843,Asus,Zenfone 11 Ultra,2023,304,25232,8,256,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Adreno 732,4838,67,Yes,6.6,1080x2520,90,AMOLED,64,20,3,4K@120fps,Android,15,Dual SIM,Yes,Yes,5.2,Wi-Fi 6E,None,IP52,201,Titanium,4.2,40716
PH-173104,Asus,ROG Phone 7 Ultimate,2024,443,36769,12,512,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G615 MC2,4710,80,No,6.3,1080x2520,120,OLED,48,16,3,4K@120fps,Android,13,Single SIM,Yes,No,5.1,Wi-Fi 5,None,None,198,Midnight,4.4,5844
PH-457352,Asus,Zenfone 10,2024,485,40255,6,256,Exynos 1380,Dimensity 8300 Ultra,Mali-G610 MC6,5166,67,No,6.8,1440x3200,90,AMOLED,108,20,3,4K@120fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 6,Under-display,IP68,182,Red,4.1,8238
PH-562785,Asus,ROG Phone 8,2024,375,31125,12,512,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Mali-G610 MC6,4194,67,No,6.4,1440x3200,120,AMOLED,64,12,2,8K@24fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,Under-display,IP52,198,Green,4.4,1971
