Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-741530,Huawei,P60 Pro,2025,662,54946,8,256,Snapdragon 8 Gen 2,Snapdragon 8 Gen 2,Xclipse 920,4731,100,Yes,6.6,1440x3200,144,OLED,48,20,3,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,None,None,186,White,4.4,44219
PH-333775,Huawei,P60 Pro,2025,973,80759,8,512,Snapdragon 8+ Gen 1,Dimensity 9200+,Xclipse 920,4735,45,Yes,6.4,1440x3200,120,OLED,108,16,4,4K@120fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6,Side-mounted,IP67,179,White,4.6,9677
PH-601373,Huawei,Mate 60 Pro,2024,662,54946,12,512,Google Tensor G3,Exynos 2400,Xclipse 920,4779,67,Yes,6.7,1440x3200,144,LTPO AMOLED,108,16,4,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 5,Under-display,IP52,162,Blue,4.7,31444
PH-248428,Huawei,P60 Pro,2024,905,75115,12,512,Snapdragon 8+ Gen 1,Snapdragon 8 Gen 2,Adreno 740,5312,80,Yes,6.2,1440x3200,144,AMOLED,64,8,3,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 7,Rear-mounted,IP67,195,Silver,4.5,36392
PH-205629,Huawei,Pura 70,2026,993,82419,12,512,Snapdragon 8 Gen 2,Exynos 2400,Mali-G710 MC10,4943,100,Yes,6.2,1290x2796,120,AMOLED,108,20,2,8K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 7,Rear-mounted,IP52,166,Graphite,4.3,17292
PH-304492,Huawei,Pura 70,2024,977,81091,12,512,MediaTek Dimensity 9200+,Snapdragon 8 Gen 2,Xclipse 920,4922,80,Yes,6.6,1560x3120,120,AMOLED,50,12,2,8K@30fps,Android,15,Single SIM,Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,IP67,191,Gray,4.5,13515
PH-545228,Huawei,Mate 60 Pro,2026,979,81257,8,256,Snapdragon 8+ Gen 1,Snapdragon 8+ Gen 1,Adreno 740,5277,80,Yes,6.3,1560x3120,144,AMOLED,64,16,2,4K@60fps,Android,13,Dual SIM,Yes,Yes,5.4,Wi-Fi 6,None,IP67,204,Midnight,4.8,39503
PH-589849,Huawei,P60 Pro,2024,755,62665,8,256,Snapdragon 8 Gen 2,Exynos 2400,Adreno 735,5277,100,Yes,6.6,1290x2796,144,LTPO AMOLED,50,8,3,8K@24fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 5,None,IP67,191,Blue,4.7,3833
PH-126166,Huawei,Mate XT,2025,833,69139,16,256,Exynos 2400,Snapdragon 8 Gen 2,Mali-G710 MC10,5453,100,Yes,6.6,1290x2796,144,LTPO AMOLED,12,20,2,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.0,Wi-Fi 6,Side-mounted,None,161,Purple,4.4,18473
PH-284068,Huawei,Nova 12,2025,786,65238,16,512,Exynos 2400,Dimensity 9200+,Adreno 740,4896,67,Yes,6.7,1560x3120,144,LTPO AMOLED,12,20,2,8K@24fps,Android,15,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,Rear-mounted,IP67,168,Silver,4.3,23721
PH-773544,Huawei,Nova 12,2025,616,51128,16,256,Snapdragon 8+ Gen 1,Snapdragon 8+ Gen 1,Xclipse 920,5327,67,Yes,6.4,1440x3200,120,LTPO AMOLED,108,20,3,4K@60fps,Android,14,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,Under-display,IP54,205,Gray,4.4,9125
PH-937845,Huawei,Mate XT,2025,669,55527,16,256,Exynos 2400,Exynos 2400,Immortalis-G720,5104,45,Yes,6.1,1560x3120,144,AMOLED,108,20,4,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 6,Side-mounted,None,176,White,4.3,12677
PH-224259,Huawei,Mate 60 Pro,2025,854,70882,8,512,MediaTek Dimensity 9200+,Snapdragon 8+ Gen 1,Immortalis-G720,4813,67,Yes,6.7,1290x2796,120,OLED,108,12,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 7,Side-mounted,IP54,162,Silver,4.8,17181
PH-890668,Huawei,Nova 12,2025,985,81755,12,512,Exynos 2400,Snapdragon 8 Gen 2,Xclipse 920,5134,80,Yes,6.3,1560x3120,120,AMOLED,64,8,2,4K@60fps,Android,13,Dual SIM,Yes,Yes,5.2,Wi-Fi 6,None,IP68,165,Silver,4.8,8236
PH-448544,Huawei,P60 Pro,2024,934,77522,12,256,Snapdragon 8 Gen 2,Dimensity 9200+,Adreno 740,5266,80,Yes,6.6,1440x3200,120,LTPO AMOLED,12,12,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 7,Under-display,IP52,202,Black,4.4,1089
PH-984908,Huawei,P60 Pro,2024,721,59843,12,256,Snapdragon 8 Gen 2,Dimensity 9200+,Mali-G710 MC10,5241,80,Yes,6.2,1560x3120,120,LTPO AMOLED,12,12,2,8K@24fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 7,Rear-mounted,IP67,173,Blue,4.2,26522
PH-718223,Huawei,Mate XT,2026,600,49800,12,512,Exynos 2400,Snapdragon 8 Gen 2,Adreno 735,5415,67,Yes,6.4,1560x3120,144,AMOLED,64,16,2,4K@60fps,Android,13,Dual SIM,Yes,Yes,5.2,Wi-Fi 6,Under-display,IP52,187,Blue,4.6,7836
PH-453884,Huawei,Mate XT,2024,733,60839,12,512,Snapdragon 8+ Gen 1,Exynos 2400,Xclipse 920,4757,67,Yes,6.3,1440x3200,120,LTPO AMOLED,48,12,3,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6,None,IP52,199,White,4.7,49838
PH-558323,Huawei,Pura 70,2026,701,58183,16,512,Snapdragon 8+ Gen 1,Snapdragon 8+ Gen 1,Immortalis-G720,4708,67,Yes,6.6,1290x2796,144,OLED,108,16,2,4K@120fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 5,Side-mounted,IP67,202,Green,4.7,30582
PH-709010,Huawei,Mate 60 Pro,2026,766,63578,16,256,Exynos 2400,Exynos 2400,Adreno 735,5152,100,Yes,6.5,1290x2796,120,AMOLED,50,8,2,8K@30fps,Android,14,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,Under-display,IP68,201,Titanium,4.5,42427
PH-603233,Huawei,Mate XT,2026,1752,145416,12,512,Apple A17 Pro,A18 Pro,Apple GPU (6-core),5150,150,Yes,7.0,1440x3120,120,Super AMOLED,64,16,4,4K@120fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 5,Under-display,IP52,197,Green,4.6,3363
PH-483435,Huawei,Mate XT,2025,1443,119769,12,512,Snapdragon 8 Gen 3,A17 Pro,Adreno 750,6541,100,Yes,6.6,1440x3200,144,LTPO AMOLED,50,8,2,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,Under-display,IP67,178,Silver,4.6,11610
PH-472842,Huawei,Mate XT,2024,1199,99517,24,512,MediaTek Dimensity 9400,Snapdragon 8 Gen 3,Adreno 750,6900,150,Yes,6.5,1440x3200,144,Super AMOLED,50,20,4,8K@30fps,Android,15,Dual SIM,Yes,Yes,5.4,Wi-Fi 5,Under-display,IP67,198,Midnight,4.7,18725
PH-986457,Huawei,Mate XT,2024,1728,143424,16,256,Apple A17 Pro,Snapdragon 8 Gen 3,Apple GPU (5-core),6665,80,Yes,6.7,1800x3200,120,Super AMOLED,50,8,2,8K@24fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,None,None,194,White,4.5,31794
PH-923829,Huawei,P60 Pro,2026,1325,109975,12,512,Exynos 2500,A17 Pro,Adreno 750,5377,100,Yes,7.1,1290x2796,120,LTPO AMOLED,108,8,4,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 7,Rear-mounted,IP68,192,White,4.5,41576
PH-932084,Huawei,P60 Pro,2026,1265,104995,24,512,MediaTek Dimensity 9400,A17 Pro,Apple GPU (6-core),5106,100,Yes,7.2,1800x3200,120,OLED,48,12,2,8K@24fps,Android,14,Single SIM,Yes,Yes,5.2,Wi-Fi 6,Under-display,IP67,168,Blue,4.8,41494
PH-283702,Huawei,Nova 12,2024,1052,87316,16,1024,Google Tensor G4,Snapdragon 8 Gen 3,Immortalis-G925,5820,150,Yes,6.7,1440x3200,120,AMOLED,108,20,4,8K@30fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,Side-mounted,None,153,Graphite,5.0,16444
PH-235100,Huawei,Mate XT,2024,1459,121097,24,1024,Apple A18 Pro,A17 Pro,Mali-G715 MC7,5282,100,Yes,6.9,1440x3200,120,OLED,108,12,3,4K@120fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 7,Side-mounted,IP67,180,Midnight,4.6,7181
PH-188735,Huawei,Mate XT,2025,1632,135456,16,512,Google Tensor G4,A17 Pro,Apple GPU (6-core),5491,80,Yes,6.9,1440x3120,144,LTPO AMOLED,48,12,3,4K@60fps,Android,14,Dual SIM,Yes,Yes,5.3,Wi-Fi 7,None,IP67,161,Graphite,4.8,2966
PH-919969,Huawei,P60 Pro,2025,1622,134626,16,256,MediaTek Dimensity 9400,Dimensity 9400,Apple GPU (5-core),5932,100,Yes,6.7,1290x2796,144,LTPO AMOLED,50,8,2,8K@30fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 5,Side-mounted,IP54,200,Purple,4.6,23420
PH-964034,Huawei,Mate XT,2025,1708,141764,24,512,Apple A18 Pro,Snapdragon 8 Gen 3,Apple GPU (6-core),6972,100,Yes,6.7,1290x2796,144,AMOLED,12,20,2,4K@60fps,Android,14,Dual SIM,Yes,Yes,5.1,Wi-Fi 6,Rear-mounted,None,193,Gray,4.9,3999
PH-508323,Huawei,Mate XT,2025,1022,84826,12,1024,Apple A18 Pro,Tensor G4,Apple GPU (6-core),5261,100,Yes,6.9,1440x3120,144,AMOLED,48,8,4,4K@120fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 6E,Under-display,IP54,170,Red,4.8,15994
PH-326373,Huawei,Pura 70,2024,1727,143341,16,512,Apple A17 Pro,Snapdragon 8 Gen 3,Apple GPU (5-core),5544,100,Yes,6.7,1290x2796,144,OLED,48,8,2,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 6,Under-display,None,175,Black,4.7,13075
PH-988639,Huawei,Mate XT,2025,1743,144669,24,512,Google Tensor G4,Tensor G4,Immortalis-G925,6986,80,Yes,6.6,1440x3120,144,AMOLED,64,12,4,8K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 7,Side-mounted,IP67,175,Gold,4.5,34379
PH-443001,Huawei,P60 Pro,2026,1703,141349,16,256,Snapdragon 8 Gen 3,Tensor G4,Mali-G715 MC7,6703,150,Yes,6.9,1290x2796,144,LTPO AMOLED,108,16,3,8K@24fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 7,Side-mounted,None,164,Gray,5.0,1152
PH-874260,Huawei,Mate XT,2025,1051,87233,12,1024,Exynos 2500,Dimensity 9400,Apple GPU (5-core),5708,150,Yes,6.5,1440x3200,120,Super AMOLED,12,12,2,8K@24fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 6,Under-display,IP52,180,Green,4.6,19169
PH-253141,Huawei,Mate XT,2025,1567,130061,16,512,Apple A18 Pro,A17 Pro,Adreno 750,6189,150,Yes,6.5,1440x3200,144,Super AMOLED,64,16,2,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 6,Rear-mounted,IP67,176,Blue,4.8,19912
PH-211492,Huawei,Mate 60 Pro,2026,1448,120184,12,512,Snapdragon 8 Gen 3,Tensor G4,Apple GPU (6-core),6392,150,Yes,6.9,1800x3200,144,Super AMOLED,12,8,2,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.2,Wi-Fi 6E,Side-mounted,IP68,187,Green,4.4,8462
PH-500983,Huawei,Nova 12,2025,1114,92462,24,512,MediaTek Dimensity 9400,Dimensity 9400,Immortalis-G925,5870,80,Yes,6.6,1290x2796,120,OLED,108,8,4,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,IP67,164,Green,4.5,34173
PH-474186,Huawei,Nova 12,2024,1469,121927,16,1024,Google Tensor G4,Dimensity 9400,Apple GPU (6-core),6269,100,Yes,6.4,1440x3200,120,OLED,12,12,2,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 6,Side-mounted,IP52,201,Gold,5.0,23849
PH-539355,Huawei,Mate 60 Pro,2025,1163,96529,12,512,Apple A18 Pro,Dimensity 9400,Mali-G715 MC7,5870,80,Yes,6.9,1290x2796,144,LTPO AMOLED,50,20,3,8K@30fps,Android,13,Single SIM,Yes,Yes,5.0,Wi-Fi 5,Under-display,IP68,197,Titanium,4.8,48390
PH-345593,Huawei,Pura 70,2026,1480,122840,12,512,MediaTek Dimensity 9400,Snapdragon 8 Gen 3,Immortalis-G925,6854,80,Yes,6.9,1440x3120,120,LTPO AMOLED,48,20,4,8K@24fps,Android,15,Single SIM,Yes,Yes,5.2,Wi-Fi 7,Side-mounted,IP67,150,Gray,4.9,22334
PH-739955,Huawei,Nova 12,2024,1186,98438,12,256,MediaTek Dimensity 9400,Dimensity 9400,Mali-G715 MC7,6254,150,Yes,6.8,1800x3200,144,LTPO AMOLED,50,16,4,8K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 6,Rear-mounted,None,151,White,4.6,37096
PH-644583,Huawei,Mate 60 Pro,2024,1487,123421,16,256,Apple A18 Pro,Dimensity 9400,Adreno 750,6305,100,Yes,6.7,1440x3120,144,AMOLED,108,20,3,8K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 7,Under-display,None,191,Gray,4.4,30600
PH-809966,Huawei,Mate XT,2026,1144,94952,12,1024,Exynos 2500,Dimensity 9400,Adreno 750,6132,100,Yes,6.5,1800x3200,144,AMOLED,64,20,4,4K@120fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 6,Rear-mounted,IP54,162,Midnight,5.0,9233
PH-310892,Huawei,P60 Pro,2025,1660,137780,16,256,Snapdragon 8 Gen 3,Dimensity 9400,Adreno 750,6391,150,Yes,6.9,1290x2796,120,LTPO AMOLED,12,12,2,4K@120fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 5,Under-display,IP68,165,Gray,4.8,15041
PH-794801,Huawei,P60 Pro,2025,1548,128484,16,256,MediaTek Dimensity 9400,Exynos 2500,Mali-G715 MC7,6309,100,Yes,7.2,1440x3120,144,LTPO AMOLED,12,8,2,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.1,Wi-Fi 5,None,IP67,161,Silver,4.4,40652
PH-302787,Huawei,Nova 12,2024,1702,141266,12,512,Apple A17 Pro,A18 Pro,Mali-G715 MC7,6209,80,Yes,6.5,1440x3120,144,OLED,12,20,2,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 5,None,None,162,Purple,4.5,45712
PH-899800,Huawei,Nova 12,2024,1690,140270,16,512,Exynos 2500,A18 Pro,Apple GPU (5-core),6402,80,Yes,6.3,1290x2796,120,Super AMOLED,50,8,3,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,None,None,176,Midnight,4.9,39561
PH-943482,Huawei,Mate 60 Pro,2024,1755,145665,16,1024,Google Tensor G4,Snapdragon 8 Gen 3,Immortalis-G925,5288,100,Yes,7.2,1800x3200,120,AMOLED,12,12,2,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 6,Side-mounted,IP68,168,Gray,4.9,18278
PH-369897,Huawei,Nova 12,2026,1492,123836,16,256,Google Tensor G4,Snapdragon 8 Gen 3,Adreno 750,6791,80,Yes,6.3,1440x3200,120,Super AMOLED,108,16,4,8K@30fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 6,Side-mounted,IP68,177,Gold,4.5,12445
PH-145695,Huawei,Pura 70,2025,1225,101675,16,256,Google Tensor G4,Tensor G4,Mali-G715 MC7,5753,100,Yes,6.9,1290x2796,120,LTPO AMOLED,12,8,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,IP67,160,Silver,4.6,816
PH-749733,Huawei,Mate XT,2025,1096,90968,16,256,Google Tensor G4,Tensor G4,Apple GPU (6-core),6481,100,Yes,6.6,1440x3200,120,AMOLED,12,20,2,8K@30fps,Android,14,Dual SIM,Yes,Yes,5.0,Wi-Fi 7,Rear-mounted,IP52,171,White,4.8,41785
PH-264244,Huawei,Nova 12,2025,1774,147242,16,512,Snapdragon 8 Gen 3,A18 Pro,Immortalis-G925,6915,150,Yes,6.4,1440x3120,144,Super AMOLED,12,20,2,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,None,IP67,202,Blue,4.9,37720
PH-719784,Huawei,Pura 70,2024,1453,120599,16,1024,Exynos 2500,Tensor G4,Mali-G715 MC7,6138,150,Yes,6.4,1440x3120,144,Super AMOLED,48,20,3,4K@60fps,Android,14,Single SIM,Yes,Yes,5.2,Wi-Fi 5,Under-display,IP54,155,Midnight,4.7,43436
PH-369287,Huawei,Mate 60 Pro,2025,1483,123089,16,256,Apple A18 Pro,A17 Pro,Immortalis-G925,5965,100,Yes,6.6,1440x3120,144,Super AMOLED,108,20,3,8K@24fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6E,Side-mounted,IP54,159,Blue,4.5,3530
PH-923460,Huawei,Nova 12,2025,1328,110224,24,1024,Snapdragon 8 Gen 3,Snapdragon 8 Gen 3,Apple GPU (5-core),6311,100,Yes,7.1,1440x3200,144,LTPO AMOLED,108,12,2,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 5,None,IP67,175,Red,4.9,32742
PH-997950,Huawei,P60 Pro,2026,1522,126326,24,1024,Apple A17 Pro,A18 Pro,Apple GPU (5-core),6823,150,Yes,7.0,1440x3200,120,AMOLED,108,12,4,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.2,Wi-Fi 7,Side-mounted,IP67,193,Silver,4.8,33321
PH-863113,Huawei,Nova 12,2025,1792,148736,12,512,MediaTek Dimensity 9400,A17 Pro,Immortalis-G925,5836,80,Yes,6.9,1290x2796,144,AMOLED,50,20,4,4K@120fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 5,None,IP54,152,Purple,4.4,6267
