Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-184491,Samsung,Galaxy S23,2022,189,15687,6,256,Snapdragon 4 Gen 2,Helio G99,Mali-G57 MC3,4446,18,No,6.1,720x1600,60,AMOLED,108,20,3,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.4,Wi-Fi 6,None,IP54,196,Midnight,3.9,28572
PH-609232,Samsung,Galaxy S24,2023,253,20999,8,256,Unisoc T760,Unisoc T760,Adreno 610,4483,18,No,6.7,1080x2400,60,IPS LCD,48,20,2,4K@30fps,Android,14,Single SIM,No,No,5.3,Wi-Fi 6E,Rear-mounted,IP68,214,Midnight,3.9,49293
PH-972335,Samsung,Galaxy S24,2022,163,13529,6,64,MediaTek Helio G99,Snapdragon 4 Gen 2,Mali-G57 MC1,3716,18,No,6.5,720x1600,60,IPS LCD,48,20,4,1080p@30fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 6,Side-mounted,IP54,177,Midnight,4.0,7094
PH-706794,Samsung,Galaxy S24 Ultra,2024,251,20833,8,128,Snapdragon 695,Unisoc T760,Adreno 610,4464,18,No,6.1,1080x2400,60,IPS LCD,108,20,4,1080p@30fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 7,None,IP52,215,Purple,3.7,23746
PH-766459,Samsung,Galaxy A15,2023,219,18177,4,256,Snapdragon 695,Snapdragon 695,Mali-G57 MC2,4261,45,No,6.6,1080x2400,60,IPS LCD,64,12,3,4K@30fps,Android,14,Dual SIM (Nano-SIM),No,No,5.1,Wi-Fi 7,Under-display,IP67,202,Midnight,4.1,22314
PH-393243,Samsung,Galaxy Z Flip5,2022,171,14193,8,64,MediaTek Dimensity 700,Dimensity 700,Adreno 610,3494,33,No,6.4,1080x2400,60,IPS LCD,48,20,4,4K@30fps,Android,15,Dual SIM (Nano-SIM),No,No,5.3,Wi-Fi 6E,None,None,219,Graphite,3.8,23066
PH-836996,Samsung,Galaxy A25,2023,180,14940,6,64,MediaTek Helio G99,Helio G99,Mali-G57 MC2,4477,18,No,6.3,1080x2400,60,AMOLED,108,16,2,4K@30fps,Android,14,Single SIM,Yes,No,5.2,Wi-Fi 5,Under-display,IP67,209,Black,4.2,3583
PH-680238,Samsung,Galaxy A25,2024,153,12699,6,64,Snapdragon 695,Dimensity 700,Adreno 610,4175,22,No,6.4,1080x2400,60,IPS LCD,64,8,4,1080p@30fps,Android,15,Dual SIM (Nano-SIM),No,No,5.0,Wi-Fi 6,Side-mounted,None,196,Purple,3.6,39745
PH-725084,Samsung,Galaxy A15,2023,226,18758,6,128,MediaTek Helio G99,Helio G99,Adreno 619,4205,33,No,6.2,720x1600,60,IPS LCD,48,12,4,1080p@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.4,Wi-Fi 7,Rear-mounted,IP52,178,Silver,3.9,18891
PH-841296,Samsung,Galaxy A15,2022,217,18011,8,64,MediaTek Helio G99,Snapdragon 695,Mali-G57 MC2,4280,45,No,6.5,720x1600,60,IPS LCD,48,16,4,4K@30fps,Android,14,Dual SIM (Nano-SIM),No,No,5.3,Wi-Fi 6E,None,IP68,202,White,3.6,39202
PH-141797,Samsung,Galaxy S24,2024,173,14359,6,64,Snapdragon 4 Gen 2,Helio G99,Mali-G57 MC3,3468,45,No,6.5,1080x2400,60,AMOLED,48,20,4,1080p@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.2,Wi-Fi 6E,Side-mounted,IP54,218,Graphite,4.1,26987
PH-827369,Samsung,Galaxy Z Flip5,2024,159,13197,6,256,Unisoc T760,Snapdragon 4 Gen 2,Mali-G57 MC1,3931,10,No,6.3,1080x2400,60,AMOLED,12,12,2,4K@30fps,Android,14,Dual SIM,No,No,5.1,Wi-Fi 6E,Under-display,IP67,182,Green,4.2,45770
PH-608257,Samsung,Galaxy A25,2024,190,15770,8,64,MediaTek Dimensity 700,Snapdragon 4 Gen 2,Mali-G57 MC2,3636,45,No,6.0,1080x2400,60,AMOLED,108,16,3,4K@30fps,Android,14,Single SIM,No,No,5.3,Wi-Fi 6,Under-display,IP52,180,Midnight,3.7,27203
PH-456385,Samsung,Galaxy S23,2023,275,22825,8,128,MediaTek Dimensity 700,Dimensity 700,Adreno 619,3304,33,No,6.4,720x1600,60,IPS LCD,108,20,2,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),No,No,5.3,Wi-Fi 7,Under-display,IP68,196,Black,3.9,8283
PH-626690,Samsung,Galaxy S24 Ultra,2023,266,22078,4,256,Snapdragon 695,Unisoc T760,Mali-G57 MC3,3031,18,No,6.3,1080x2400,60,IPS LCD,108,20,3,1080p@30fps,Android,13,Single SIM,Yes,No,5.2,Wi-Fi 6,Side-mounted,IP68,184,White,3.6,49841
PH-764532,Samsung,Galaxy S24,2022,157,13031,8,128,MediaTek Helio G99,Unisoc T760,Mali-G57 MC3,3094,22,No,6.6,720x1600,60,IPS LCD,48,8,4,1080p@30fps,Android,15,Single SIM,No,No,5.1,Wi-Fi 7,Rear-mounted,IP68,197,Midnight,3.8,43712
PH-109853,Samsung,Galaxy S24 Ultra,2024,168,13944,8,64,Snapdragon 695,Dimensity 700,Adreno 619,3904,22,No,6.8,1080x2400,60,IPS LCD,64,8,2,4K@30fps,Android,14,Dual SIM (Nano-SIM),No,No,5.0,Wi-Fi 7,Rear-mounted,IP52,215,Titanium,4.2,44954
PH-916118,Samsung,Galaxy S23,2024,208,17264,6,128,MediaTek Helio G99,Snapdragon 4 Gen 2,Adreno 610,4243,22,No,6.2,1080x2400,60,AMOLED,12,16,2,1080p@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 6,Under-display,None,214,Graphite,3.7,34799
PH-626169,Samsung,Galaxy S23,2023,236,19588,6,128,MediaTek Dimensity 700,Unisoc T760,Adreno 619,3235,33,No,6.8,1080x2400,60,IPS LCD,12,16,2,4K@30fps,Android,15,Dual SIM (Nano-SIM),No,No,5.4,Wi-Fi 7,Rear-mounted,IP52,189,Gray,4.1,15333
PH-594379,Samsung,Galaxy S24,2024,206,17098,6,256,Snapdragon 4 Gen 2,Helio G99,Adreno 610,4326,10,No,6.5,1080x2400,60,IPS LCD,64,8,2,1080p@30fps,Android,14,Dual SIM (Nano-SIM),No,No,5.4,Wi-Fi 7,Under-display,IP68,219,Gray,3.7,6499
PH-974190,Samsung,Galaxy Z Flip5,2023,244,20252,6,64,Snapdragon 695,Unisoc T760,Adreno 619,3444,33,No,6.4,1080x2400,60,IPS LCD,50,12,2,1080p@30fps,Android,13,Dual SIM,No,No,5.0,Wi-Fi 6E,Under-display,IP54,198,Titanium,3.6,13458
PH-171942,Samsung,Galaxy A15,2022,187,15521,4,128,Snapdragon 4 Gen 2,Snapdragon 4 Gen 2,Mali-G57 MC2,4220,10,No,6.2,1080x2400,60,IPS LCD,48,16,2,4K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.4,Wi-Fi 5,Side-mounted,IP68,183,Green,3.9,23736
PH-638169,Samsung,Galaxy A15,2024,161,13363,4,256,MediaTek Dimensity 700,Dimensity 700,Adreno 610,4489,45,No,6.2,1080x2400,60,AMOLED,12,8,2,1080p@30fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.4,Wi-Fi 6E,None,None,176,Gold,3.5,19336
PH-575755,Samsung,Galaxy A15,2024,205,17015,4,256,MediaTek Dimensity 700,Snapdragon 4 Gen 2,Adreno 619,3880,33,No,6.7,1080x2400,60,AMOLED,50,16,2,1080p@30fps,Android,13,Dual SIM,No,No,5.3,Wi-Fi 5,Rear-mounted,IP54,196,Gold,4.1,3940
PH-714953,Samsung,Galaxy Z Fold5,2023,258,21414,6,256,Unisoc T760,Helio G99,Mali-G57 MC2,4476,10,No,6.8,720x1600,60,AMOLED,12,16,2,1080p@30fps,Android,14,Single SIM,Yes,No,5.3,Wi-Fi 5,Rear-mounted,IP52,194,Blue,3.7,17919
PH-836833,Samsung,Galaxy Z Fold5,2023,186,15438,4,64,Unisoc T760,Helio G99,Mali-G57 MC3,4159,33,No,6.1,1080x2400,60,AMOLED,50,12,3,4K@30fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 6,Under-display,None,215,Black,4.2,44179
PH-185544,Samsung,Galaxy A25,2024,263,21829,6,128,Snapdragon 695,Unisoc T760,Mali-G57 MC3,3848,22,No,6.2,720x1600,60,AMOLED,48,20,4,1080p@30fps,Android,14,Single SIM,Yes,No,5.1,Wi-Fi 6E,Rear-mounted,IP67,182,White,3.7,516
PH-621546,Samsung,Galaxy S23,2022,208,17264,6,256,MediaTek Dimensity 700,Snapdragon 4 Gen 2,Mali-G57 MC3,4024,45,No,6.7,1080x2400,60,IPS LCD,108,20,4,4K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.0,Wi-Fi 6E,Under-display,None,179,Green,3.8,45204
PH-479430,Samsung,Galaxy S23,2022,252,20916,4,128,Snapdragon 4 Gen 2,Unisoc T760,Adreno 610,4073,10,No,6.3,1080x2400,60,IPS LCD,50,12,2,1080p@30fps,Android,13,Single SIM,No,No,5.4,Wi-Fi 6,Side-mounted,IP54,196,Gray,3.7,32392
PH-586490,Samsung,Galaxy S23,2024,232,19256,8,256,Snapdragon 695,Unisoc T760,Adreno 610,4284,22,No,6.1,720x1600,60,AMOLED,50,20,3,1080p@30fps,Android,14,Dual SIM,No,No,5.0,Wi-Fi 7,None,None,205,Gold,3.8,48435
PH-143015,Samsung,Galaxy S23,2024,271,22493,4,128,Snapdragon 4 Gen 2,Unisoc T760,Mali-G57 MC2,4026,18,No,6.8,720x1600,60,IPS LCD,64,20,4,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.3,Wi-Fi 6E,Side-mounted,IP67,181,White,4.1,21616
PH-199096,Samsung,Galaxy Z Flip5,2023,188,15604,8,256,MediaTek Dimensity 700,Helio G99,Mali-G57 MC1,3682,10,No,6.5,1080x2400,60,IPS LCD,108,20,4,1080p@30fps,Android,15,Dual SIM,No,No,5.3,Wi-Fi 6E,Side-mounted,IP67,197,Midnight,3.7,11823
PH-324597,Samsung,Galaxy A15,2022,189,15687,4,64,Snapdragon 4 Gen 2,Snapdragon 695,Mali-G57 MC1,3158,22,No,6.7,1080x2400,60,IPS LCD,48,12,2,4K@30fps,Android,14,Dual SIM (Nano-SIM),No,No,5.1,Wi-Fi 7,Rear-mounted,IP68,207,Silver,4.0,35006
PH-350786,Samsung,Galaxy S23,2022,262,21746,6,256,MediaTek Helio G99,Unisoc T760,Mali-G57 MC2,3945,22,No,6.6,720x1600,60,AMOLED,64,16,4,1080p@30fps,Android,13,Single SIM,Yes,No,5.2,Wi-Fi 7,Under-display,IP68,208,White,3.8,14561
PH-956375,Samsung,Galaxy S24,2022,251,20833,6,64,Snapdragon 4 Gen 2,Snapdragon 695,Mali-G57 MC2,4028,22,No,6.2,720x1600,60,IPS LCD,50,20,4,4K@30fps,Android,15,Dual SIM,No,No,5.0,Wi-Fi 5,Rear-mounted,IP54,198,Blue,3.7,35976
PH-862560,Samsung,Galaxy S24 Ultra,2023,181,15023,4,128,Unisoc T760,Unisoc T760,Adreno 610,3097,18,No,6.3,720x1600,60,IPS LCD,50,20,2,1080p@30fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 6E,Side-mounted,None,204,Gold,3.5,33258
PH-924613,Samsung,Galaxy Z Flip5,2023,249,20667,4,256,Snapdragon 4 Gen 2,Unisoc T760,Adreno 619,3764,22,No,6.6,720x1600,60,IPS LCD,50,16,4,4K@30fps,Android,14,Single SIM,No,No,5.1,Wi-Fi 5,None,IP52,179,Midnight,3.7,13221
PH-145934,Samsung,Galaxy S24,2023,251,20833,6,256,Snapdragon 695,Snapdragon 695,Adreno 610,4112,33,No,6.2,1080x2400,60,AMOLED,64,20,3,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 6E,Side-mounted,IP68,187,White,3.7,28230
PH-731718,Samsung,Galaxy Z Flip5,2023,170,14110,6,64,MediaTek Dimensity 700,Snapdragon 695,Mali-G57 MC3,3671,22,No,6.2,1080x2400,60,IPS LCD,108,20,3,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 6,Side-mounted,IP54,220,Titanium,3.8,44449
PH-919264,Samsung,Galaxy A25,2022,243,20169,4,64,Snapdragon 695,Snapdragon 695,Mali-G57 MC3,3741,33,No,6.8,720x1600,60,IPS LCD,108,16,3,4K@30fps,Android,13,Dual SIM,No,No,5.1,Wi-Fi 7,None,None,213,White,3.6,17165
PH-912609,Samsung,Galaxy Z Fold5,2022,275,22825,8,128,MediaTek Dimensity 700,Snapdragon 4 Gen 2,Adreno 619,3409,10,No,6.1,720x1600,60,AMOLED,108,16,3,1080p@30fps,Android,14,Single SIM,No,No,5.0,Wi-Fi 6,Under-display,IP54,203,Green,3.6,1732
PH-478427,Samsung,Galaxy Z Fold5,2024,172,14276,4,256,Unisoc T760,Snapdragon 4 Gen 2,Mali-G57 MC2,3134,22,No,6.3,720x1600,60,AMOLED,64,20,4,1080p@30fps,Android,15,Single SIM,Yes,No,5.1,Wi-Fi 7,Side-mounted,IP52,205,Gold,3.9,10038
PH-418897,Samsung,Galaxy Z Fold5,2023,238,19754,8,64,Snapdragon 695,Helio G99,Adreno 619,4062,22,No,6.7,720x1600,60,IPS LCD,108,12,2,1080p@30fps,Android,13,Dual SIM,No,No,5.0,Wi-Fi 6E,Under-display,None,187,Purple,3.9,40518
PH-770030,Samsung,Galaxy Z Fold5,2024,227,18841,8,128,Snapdragon 4 Gen 2,Helio G99,Mali-G57 MC3,3989,18,No,6.6,1080x2400,60,AMOLED,64,12,3,4K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 7,Under-display,IP67,200,Gold,3.7,36818
PH-211341,Samsung,Galaxy S23,2023,265,21995,4,128,MediaTek Helio G99,Helio G99,Adreno 619,3507,18,No,6.1,720x1600,60,AMOLED,48,20,4,4K@30fps,Android,14,Dual SIM,No,No,5.0,Wi-Fi 7,None,IP54,199,Silver,4.1,38240
PH-470037,Samsung,Galaxy A15,2023,270,22410,6,256,Snapdragon 695,Dimensity 700,Adreno 619,3585,45,No,6.0,1080x2400,60,IPS LCD,12,12,2,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.4,Wi-Fi 6E,Side-mounted,IP54,202,White,3.6,25824
PH-491326,Samsung,Galaxy S24 Ultra,2023,280,23240,4,64,Unisoc T760,Dimensity 700,Mali-G57 MC2,3822,45,No,6.0,1080x2400,60,IPS LCD,108,16,2,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.4,Wi-Fi 6E,None,IP52,183,Graphite,4.0,21718
PH-806537,Samsung,Galaxy A15,2024,156,12948,6,256,Snapdragon 4 Gen 2,Unisoc T760,Mali-G57 MC3,4222,33,No,6.2,1080x2400,60,IPS LCD,48,12,2,1080p@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 6,None,IP54,212,Purple,3.9,32897
PH-912617,Samsung,Galaxy S24 Ultra,2024,203,16849,4,256,MediaTek Dimensity 700,Unisoc T760,Adreno 619,4148,22,No,6.8,1080x2400,60,AMOLED,108,20,2,4K@30fps,Android,14,Single SIM,No,No,5.2,Wi-Fi 6E,Under-display,IP68,208,Graphite,3.8,31454
PH-465746,Samsung,Galaxy A25,2022,247,20501,8,256,Snapdragon 4 Gen 2,Snapdragon 695,Mali-G57 MC3,3808,22,No,6.8,1080x2400,60,AMOLED,48,12,4,4K@30fps,Android,13,Single SIM,No,No,5.1,Wi-Fi 5,Under-display,IP54,193,Black,3.5,6576
PH-533377,Samsung,Galaxy A15,2022,151,12533,8,64,Snapdragon 695,Snapdragon 695,Adreno 610,4127,18,No,6.3,720x1600,60,IPS LCD,108,8,2,1080p@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 6E,Side-mounted,IP52,205,Midnight,4.0,37231
PH-732063,Samsung,Galaxy S24 Ultra,2023,276,22908,6,256,MediaTek Dimensity 700,Snapdragon 695,Mali-G57 MC2,3274,45,No,6.4,1080x2400,60,IPS LCD,50,12,2,4K@30fps,Android,14,Dual SIM,No,No,5.3,Wi-Fi 5,Under-display,IP54,182,Green,3.7,21217
PH-360096,Samsung,Galaxy Z Flip5,2023,218,18094,4,128,MediaTek Helio G99,Snapdragon 4 Gen 2,Adreno 610,3675,22,No,6.5,1080x2400,60,AMOLED,48,20,4,1080p@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.4,Wi-Fi 6,Under-display,IP54,175,Green,3.7,10049
PH-577079,Samsung,Galaxy S23,2024,205,17015,8,128,Snapdragon 695,Snapdragon 4 Gen 2,Mali-G57 MC1,3506,45,No,6.7,720x1600,60,IPS LCD,108,12,4,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),No,No,5.0,Wi-Fi 6,None,IP52,208,Gold,3.8,29205
PH-947975,Samsung,Galaxy A15,2022,266,22078,8,128,Snapdragon 695,Snapdragon 4 Gen 2,Mali-G57 MC2,4154,10,No,6.4,720x1600,60,IPS LCD,64,16,4,1080p@30fps,Android,14,Dual SIM,Yes,No,5.2,Wi-Fi 7,Under-display,IP54,194,Gray,4.0,47804
PH-777255,Samsung,Galaxy S24 Ultra,2023,246,20418,6,128,MediaTek Dimensity 700,Unisoc T760,Mali-G57 MC2,3164,45,No,6.1,720x1600,60,IPS LCD,12,16,2,4K@30fps,Android,14,Single SIM,No,No,5.1,Wi-Fi 7,Rear-mounted,IP54,182,Midnight,3.6,12362
PH-860242,Samsung,Galaxy A25,2024,154,12782,6,256,Snapdragon 4 Gen 2,Helio G99,Adreno 610,3492,18,No,6.1,1080x2400,60,AMOLED,48,12,2,4K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.4,Wi-Fi 6E,Under-display,IP67,177,Blue,3.8,43277
PH-646571,Samsung,Galaxy A25,2024,585,48555,8,128,Snapdragon 7s Gen 2,Dimensity 8300 Ultra,Immortalis-G715,4358,80,No,6.7,1080x2520,120,AMOLED,64,12,4,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 7,Side-mounted,None,206,Purple,4.4,27306
PH-684357,Samsung,Galaxy Z Fold5,2023,469,38927,8,128,Exynos 1380,Snapdragon 7 Gen 3,Adreno 725,4161,67,No,6.8,1440x3200,90,AMOLED,108,12,3,8K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 6,Under-display,IP52,182,Red,4.2,49445
PH-602184,Samsung,Galaxy S24,2025,422,35026,6,256,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Adreno 725,5130,67,Yes,6.7,1080x2520,120,Super AMOLED,50,12,3,4K@120fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 5,Rear-mounted,None,184,Titanium,4.2,37964
PH-854987,Samsung,Galaxy A25,2023,417,34611,6,256,Dimensity 8300 Ultra,Dimensity 8300 Ultra,Mali-G610 MC6,4777,80,Yes,6.8,1080x2520,120,Super AMOLED,48,12,4,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.4,Wi-Fi 5,Side-mounted,IP52,196,Black,4.6,27036
PH-244170,Samsung,Galaxy Z Fold5,2025,411,34113,6,128,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G615 MC2,5035,67,Yes,6.5,1080x2520,120,Super AMOLED,108,16,2,8K@24fps,Android,13,Dual SIM,Yes,No,5.0,Wi-Fi 6,Under-display,IP54,165,Titanium,4.3,34511
PH-364679,Samsung,Galaxy Z Flip5,2024,507,42081,6,256,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Immortalis-G715,4940,80,Yes,6.4,1080x2520,90,OLED,108,20,2,4K@60fps,Android,13,Dual SIM,Yes,No,5.3,Wi-Fi 7,Rear-mounted,None,206,White,4.6,34623
PH-144618,Samsung,Galaxy Z Flip5,2025,438,36354,12,256,Exynos 1380,Dimensity 7200,Immortalis-G715,4095,45,No,6.7,1080x2520,120,AMOLED,48,12,4,8K@24fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 6,Side-mounted,None,185,Red,4.0,22676
PH-156304,Samsung,Galaxy Z Flip5,2023,503,41749,6,256,Dimensity 8300 Ultra,Dimensity 7200,Mali-G615 MC2,4668,45,Yes,6.6,1080x2520,120,Super AMOLED,12,16,2,8K@30fps,Android,13,Dual SIM,Yes,No,5.2,Wi-Fi 6,None,IP54,187,Red,4.3,25544
PH-432061,Samsung,Galaxy Z Fold5,2023,527,43741,6,256,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Adreno 725,4737,67,No,6.3,1080x2520,90,AMOLED,108,8,4,4K@120fps,Android,14,Dual SIM,Yes,Yes,5.2,Wi-Fi 7,None,IP52,193,Red,4.3,36679
PH-354533,Samsung,Galaxy A25,2023,454,37682,6,256,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Mali-G610 MC6,4549,67,Yes,6.3,1440x3200,90,Super AMOLED,64,12,3,4K@60fps,Android,14,Dual SIM,Yes,Yes,5.3,Wi-Fi 6E,None,IP67,191,Green,4.2,21947
