Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-489678,Vivo,Vivo V40 Pro,2026,1658,137614,12,512,Google Tensor G4,Dimensity 9400,Adreno 750,6219,80,Yes,7.1,1440x3120,120,AMOLED,108,20,3,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 7,None,IP54,198,Blue,4.6,222
PH-579736,Vivo,Vivo Y18,2024,1631,135373,12,512,Google Tensor G4,Exynos 2500,Apple GPU (5-core),5518,100,Yes,7.1,1440x3200,120,AMOLED,50,12,4,8K@24fps,Android,14,Dual SIM,Yes,Yes,5.2,Wi-Fi 6E,Side-mounted,None,175,White,4.9,38215
PH-945173,Vivo,Vivo X100 Pro,2025,1616,134128,24,1024,Apple A18 Pro,Snapdragon 8 Gen 3,Apple GPU (6-core),6094,150,Yes,6.6,1800x3200,120,LTPO AMOLED,64,16,2,4K@120fps,Android,14,Dual SIM,Yes,Yes,5.1,Wi-Fi 6,Rear-mounted,None,157,Titanium,4.9,42184
PH-915023,Vivo,Vivo V30e,2024,1050,87150,24,256,Snapdragon 8 Gen 3,Snapdragon 8 Gen 3,Apple GPU (6-core),6522,80,Yes,6.6,1290x2796,144,LTPO AMOLED,64,8,2,8K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 7,Under-display,IP68,164,Silver,4.9,6577
PH-784026,Vivo,Vivo V30,2026,1566,129978,12,256,Exynos 2500,A18 Pro,Mali-G715 MC7,5890,100,Yes,6.7,1800x3200,120,AMOLED,50,16,4,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 6,Under-display,IP67,167,Titanium,5.0,32833
PH-393499,Vivo,Vivo X100 Pro,2025,1678,139274,16,1024,Snapdragon 8 Gen 3,Dimensity 9400,Adreno 750,5161,150,Yes,6.9,1800x3200,144,LTPO AMOLED,50,20,2,4K@120fps,Android,15,Single SIM,Yes,Yes,5.3,Wi-Fi 5,None,IP54,168,Green,5.0,9394
PH-336771,Vivo,Vivo V30,2025,1214,100762,16,1024,Apple A18 Pro,Dimensity 9400,Mali-G715 MC7,5781,80,Yes,6.4,1440x3120,144,OLED,50,16,4,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.4,Wi-Fi 7,Rear-mounted,IP68,153,White,4.8,17502
PH-493578,Vivo,Vivo X100 Pro,2025,1524,126492,24,256,Google Tensor G4,A18 Pro,Apple GPU (5-core),6782,150,Yes,6.6,1290x2796,120,Super AMOLED,48,12,3,8K@24fps,Android,14,Single SIM,Yes,Yes,5.4,Wi-Fi 6,Side-mounted,IP54,157,Gray,4.7,25617
PH-179506,Vivo,Vivo X100 Pro,2026,1387,115121,12,256,MediaTek Dimensity 9400,Exynos 2500,Immortalis-G925,6498,80,Yes,6.5,1800x3200,144,Super AMOLED,64,8,4,8K@30fps,Android,14,Dual SIM,Yes,Yes,5.3,Wi-Fi 5,None,IP67,157,Gold,4.8,35694
PH-122380,Vivo,Vivo X100,2025,1150,95450,12,1024,Apple A18 Pro,Dimensity 9400,Apple GPU (5-core),5080,100,Yes,7.1,1440x3120,144,LTPO AMOLED,48,8,2,8K@30fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 6,Side-mounted,IP67,169,Blue,4.6,6356
PH-159404,Vivo,Vivo V30e,2026,1562,129646,24,1024,Apple A18 Pro,Exynos 2500,Adreno 750,6669,80,Yes,7.1,1800x3200,144,AMOLED,48,12,3,8K@24fps,Android,15,Single SIM,Yes,Yes,5.3,Wi-Fi 7,Rear-mounted,None,191,Black,4.7,5305
PH-287409,Vivo,Vivo X100 Pro,2026,1132,93956,24,1024,Apple A17 Pro,A18 Pro,Apple GPU (6-core),6267,80,Yes,7.1,1290x2796,120,AMOLED,12,20,2,4K@120fps,Android,15,Dual SIM,Yes,Yes,5.0,Wi-Fi 6,Under-display,None,164,Blue,4.5,12874
PH-531473,Vivo,Vivo X100 Pro,2026,1245,103335,16,1024,Exynos 2500,Exynos 2500,Immortalis-G925,6118,80,Yes,7.0,1800x3200,120,LTPO AMOLED,48,20,4,8K@24fps,Android,15,Single SIM,Yes,Yes,5.3,Wi-Fi 5,Rear-mounted,IP52,155,Midnight,4.5,32708
PH-805924,Vivo,Vivo X100,2026,1430,118690,16,512,Apple A18 Pro,Exynos 2500,Mali-G715 MC7,5178,150,Yes,6.9,1800x3200,120,OLED,108,12,2,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,Under-display,IP54,182,Black,4.5,4220
PH-933128,Vivo,Vivo Y18,2026,1076,89308,24,1024,Apple A17 Pro,Exynos 2500,Apple GPU (5-core),6881,80,Yes,6.7,1440x3200,120,LTPO AMOLED,12,16,2,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.4,Wi-Fi 6,Rear-mounted,IP67,159,Midnight,4.8,9936
PH-455771,Vivo,Vivo V30e,2025,1612,133796,12,512,Exynos 2500,A18 Pro,Adreno 750,6552,100,Yes,6.4,1800x3200,144,LTPO AMOLED,108,12,4,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.4,Wi-Fi 5,Rear-mounted,IP68,182,White,4.6,39146
PH-198270,Vivo,Vivo Y18,2026,1606,133298,12,1024,Exynos 2500,Exynos 2500,Immortalis-G925,5910,150,Yes,6.9,1800x3200,120,OLED,50,8,3,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 7,Under-display,IP68,165,Gold,5.0,19240
PH-395292,Vivo,Vivo Y18,2025,1689,140187,16,512,Exynos 2500,Dimensity 9400,Mali-G715 MC7,6886,150,Yes,6.8,1800x3200,120,Super AMOLED,12,16,2,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 5,Side-mounted,IP52,194,Red,4.7,20234
PH-166441,Vivo,Vivo Y18,2026,1352,112216,24,256,Apple A18 Pro,A18 Pro,Mali-G715 MC7,6885,150,Yes,6.9,1290x2796,120,LTPO AMOLED,12,16,2,8K@30fps,Android,15,Dual SIM,Yes,Yes,5.0,Wi-Fi 6E,None,IP52,153,Graphite,4.6,17986
PH-539258,Vivo,Vivo X100 Pro,2025,1307,108481,12,1024,Apple A17 Pro,Dimensity 9400,Adreno 750,6317,150,Yes,6.8,1440x3120,144,OLED,48,8,4,8K@24fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6,None,IP54,192,Blue,5.0,10849
PH-884724,Vivo,Vivo X100 Pro,2025,1236,102588,12,256,MediaTek Dimensity 9400,A18 Pro,Apple GPU (5-core),6390,80,Yes,6.6,1440x3200,120,AMOLED,48,12,2,4K@120fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 6E,Side-mounted,IP68,161,Blue,4.8,30710
PH-425277,Vivo,Vivo V40 Pro,2026,1054,87482,16,512,Apple A17 Pro,Snapdragon 8 Gen 3,Apple GPU (5-core),6830,150,Yes,7.1,1290x2796,120,AMOLED,48,16,3,8K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 5,Under-display,IP67,160,Graphite,4.7,43546
PH-430691,Vivo,Vivo X100,2026,1302,108066,16,1024,Snapdragon 8 Gen 3,Exynos 2500,Apple GPU (6-core),6481,80,Yes,6.5,1440x3200,120,AMOLED,50,16,2,4K@120fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 6,Rear-mounted,None,153,Gray,4.6,2199
PH-869358,Vivo,Vivo V40 Pro,2026,1064,88312,16,1024,MediaTek Dimensity 9400,Snapdragon 8 Gen 3,Immortalis-G925,6976,150,Yes,6.9,1440x3120,144,LTPO AMOLED,50,16,3,4K@120fps,Android,15,Dual SIM,Yes,Yes,5.1,Wi-Fi 6,Side-mounted,None,199,Black,4.5,24534
PH-299221,Vivo,Vivo X100 Pro,2025,1590,131970,24,1024,Apple A18 Pro,A17 Pro,Adreno 750,6793,150,Yes,6.4,1290x2796,144,LTPO AMOLED,108,8,3,8K@24fps,Android,13,Single SIM,Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,IP52,154,Red,4.5,29725
PH-718249,Vivo,Vivo X100 Pro,2025,1460,121180,12,256,Snapdragon 8 Gen 3,A18 Pro,Immortalis-G925,6682,100,Yes,7.0,1440x3120,144,OLED,48,12,2,4K@120fps,Android,14,Single SIM,Yes,Yes,5.1,Wi-Fi 7,Rear-mounted,IP54,190,White,4.4,32405
PH-443247,Vivo,Vivo V30e,2025,1676,139108,12,256,Apple A18 Pro,Exynos 2500,Apple GPU (6-core),5324,100,Yes,7.2,1800x3200,120,AMOLED,50,8,4,4K@60fps,Android,13,Single SIM,Yes,Yes,5.4,Wi-Fi 7,Rear-mounted,IP52,152,Gray,4.5,34778
PH-720020,Vivo,Vivo X100,2026,1529,126907,16,1024,Exynos 2500,Dimensity 9400,Apple GPU (5-core),6479,100,Yes,7.1,1800x3200,120,OLED,12,16,2,8K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,Under-display,IP67,172,Midnight,4.4,32201
PH-591100,Vivo,Vivo V40 Pro,2024,1636,135788,16,1024,Apple A17 Pro,A17 Pro,Adreno 750,5852,150,Yes,7.0,1440x3120,120,OLED,12,16,2,4K@120fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 5,Rear-mounted,IP54,189,Midnight,4.8,40871
PH-385685,Vivo,Vivo X100 Pro,2025,1523,126409,24,1024,MediaTek Dimensity 9400,Snapdragon 8 Gen 3,Apple GPU (6-core),6699,80,Yes,6.9,1800x3200,144,AMOLED,108,8,2,4K@60fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 6,Side-mounted,IP52,168,White,4.6,42142
PH-414221,Vivo,Vivo Y18,2025,1479,122757,16,1024,MediaTek Dimensity 9400,Snapdragon 8 Gen 3,Apple GPU (6-core),6100,100,Yes,6.5,1290x2796,144,LTPO AMOLED,50,20,3,4K@120fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 6,Side-mounted,IP68,163,White,4.6,15279
PH-579379,Vivo,Vivo V40 Pro,2026,1527,126741,16,1024,Apple A17 Pro,A17 Pro,Apple GPU (6-core),6096,80,Yes,6.7,1290x2796,120,LTPO AMOLED,64,20,2,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.1,Wi-Fi 6,Under-display,None,181,Silver,4.5,10162
PH-888631,Vivo,Vivo V30e,2024,1267,105161,16,1024,Google Tensor G4,A17 Pro,Mali-G715 MC7,5489,80,Yes,6.7,1290x2796,144,LTPO AMOLED,50,8,2,8K@30fps,Android,15,Single SIM,Yes,Yes,5.0,Wi-Fi 5,Side-mounted,None,151,Graphite,4.5,42458
PH-392973,Vivo,Vivo V40 Pro,2026,1764,146412,12,512,Google Tensor G4,Tensor G4,Apple GPU (6-core),6396,80,Yes,6.5,1440x3120,120,OLED,12,8,2,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,Under-display,IP52,180,Red,4.5,18689
PH-528981,Vivo,Vivo Y18,2024,1448,120184,16,512,Apple A17 Pro,Exynos 2500,Apple GPU (5-core),5387,150,Yes,6.5,1290x2796,120,LTPO AMOLED,108,8,3,4K@60fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 7,Side-mounted,None,160,Black,4.9,48976
PH-571956,Oppo,Find X6,2022,198,16434,4,256,Snapdragon 4 Gen 2,Snapdragon 695,Adreno 610,4267,33,No,6.3,720x1600,60,IPS LCD,64,16,3,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.2,Wi-Fi 6,Rear-mounted,IP52,209,Green,3.9,28153
PH-299556,Oppo,Reno 11,2024,223,18509,4,128,Snapdragon 695,Dimensity 700,Mali-G57 MC2,3412,22,No,6.6,1080x2400,60,IPS LCD,12,8,2,1080p@30fps,Android,13,Dual SIM (Nano-SIM),No,No,5.1,Wi-Fi 7,Under-display,IP54,206,Silver,3.6,4351
PH-152110,Oppo,Reno 11,2023,277,22991,8,128,MediaTek Dimensity 700,Helio G99,Adreno 619,3576,33,No,6.2,720x1600,60,IPS LCD,64,8,4,4K@30fps,Android,13,Single SIM,No,No,5.4,Wi-Fi 7,Rear-mounted,IP52,213,Titanium,3.6,13893
PH-901871,Oppo,Oppo F25 Pro,2022,250,20750,6,256,Snapdragon 695,Dimensity 700,Mali-G57 MC2,3572,33,No,6.6,1080x2400,60,IPS LCD,50,12,4,1080p@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 6,None,IP68,187,Black,3.8,5896
PH-318653,Oppo,Find X7,2024,249,20667,4,128,MediaTek Dimensity 700,Dimensity 700,Adreno 619,3899,18,No,6.1,720x1600,60,AMOLED,50,16,3,1080p@30fps,Android,13,Dual SIM (Nano-SIM),No,No,5.2,Wi-Fi 6,Under-display,IP68,182,Red,4.0,25392
PH-717393,Oppo,Find X7,2022,185,15355,8,128,Snapdragon 4 Gen 2,Dimensity 700,Mali-G57 MC2,3942,33,No,6.1,720x1600,60,IPS LCD,64,12,2,1080p@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 6E,None,IP54,190,Titanium,3.9,12141
PH-177860,Oppo,Reno 10,2023,248,20584,8,64,Snapdragon 695,Snapdragon 4 Gen 2,Adreno 610,3290,33,No,6.5,1080x2400,60,AMOLED,48,16,3,4K@30fps,Android,13,Dual SIM,Yes,No,5.4,Wi-Fi 6E,None,None,208,Gray,3.8,17117
PH-578807,Oppo,Oppo F25 Pro,2022,252,20916,8,64,Unisoc T760,Snapdragon 4 Gen 2,Mali-G57 MC1,4333,10,No,6.3,720x1600,60,AMOLED,108,20,4,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),No,No,5.3,Wi-Fi 7,None,IP54,184,Titanium,4.1,24596
PH-504418,Oppo,Reno 11,2022,253,20999,6,64,Snapdragon 4 Gen 2,Unisoc T760,Adreno 619,3023,10,No,6.6,720x1600,60,IPS LCD,108,12,4,1080p@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.2,Wi-Fi 6,Under-display,IP52,198,Gray,3.8,30755
PH-726255,Oppo,Reno 10,2023,278,23074,8,256,Snapdragon 4 Gen 2,Dimensity 700,Mali-G57 MC3,4487,45,No,6.5,720x1600,60,AMOLED,48,8,2,1080p@30fps,Android,13,Single SIM,No,No,5.2,Wi-Fi 6E,None,IP68,208,White,3.6,45659
PH-533304,Oppo,Find X6,2023,260,21580,8,128,Snapdragon 695,Helio G99,Mali-G57 MC1,3815,33,No,6.8,720x1600,60,IPS LCD,108,12,2,1080p@30fps,Android,15,Dual SIM,No,No,5.1,Wi-Fi 7,Side-mounted,IP68,197,Purple,4.2,16710
PH-703989,Oppo,A98,2023,192,15936,6,128,MediaTek Dimensity 700,Snapdragon 4 Gen 2,Adreno 619,3909,18,No,6.7,1080x2400,60,AMOLED,48,8,4,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 6,None,IP68,210,Red,4.2,38943
PH-962409,Oppo,Find X6,2022,169,14027,8,256,Snapdragon 4 Gen 2,Snapdragon 4 Gen 2,Adreno 610,4436,33,No,6.3,1080x2400,60,IPS LCD,108,20,3,4K@30fps,Android,15,Dual SIM,No,No,5.0,Wi-Fi 6,Under-display,IP52,206,Black,3.7,42500
PH-362108,Oppo,Oppo F25 Pro,2023,280,23240,4,64,Snapdragon 695,Snapdragon 4 Gen 2,Mali-G57 MC2,3341,18,No,6.2,1080x2400,60,AMOLED,64,12,4,1080p@30fps,Android,15,Dual SIM,No,No,5.1,Wi-Fi 6E,Rear-mounted,IP52,186,Titanium,3.6,16562
PH-211055,Oppo,Reno 10,2024,216,17928,6,128,Snapdragon 695,Dimensity 700,Mali-G57 MC1,3712,18,No,6.3,1080x2400,60,IPS LCD,50,16,2,4K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.2,Wi-Fi 7,Under-display,IP52,181,Red,3.8,43499
PH-861573,Oppo,Reno 11,2023,152,12616,8,64,Unisoc T760,Unisoc T760,Mali-G57 MC1,3830,10,No,6.2,1080x2400,60,AMOLED,12,8,2,1080p@30fps,Android,15,Single SIM,No,No,5.1,Wi-Fi 7,Side-mounted,IP52,207,Midnight,3.9,19887
PH-706595,Oppo,Reno 10,2022,207,17181,8,64,Unisoc T760,Unisoc T760,Mali-G57 MC3,4350,33,No,6.2,720x1600,60,AMOLED,48,8,2,4K@30fps,Android,15,Dual SIM,Yes,No,5.2,Wi-Fi 6,None,IP67,214,White,3.5,47125
PH-826262,Oppo,A98,2023,214,17762,4,256,MediaTek Dimensity 700,Helio G99,Mali-G57 MC2,3369,45,No,6.4,720x1600,60,IPS LCD,50,8,3,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),No,No,5.4,Wi-Fi 6E,Rear-mounted,IP52,189,Black,3.9,17313
PH-902833,Oppo,Reno 11,2022,249,20667,4,64,Snapdragon 695,Unisoc T760,Mali-G57 MC3,3746,45,No,6.3,720x1600,60,IPS LCD,50,12,2,4K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 7,Rear-mounted,IP68,219,Silver,3.6,11083
PH-835858,Oppo,Find X6,2024,177,14691,8,128,MediaTek Helio G99,Snapdragon 4 Gen 2,Mali-G57 MC1,3682,33,No,6.1,720x1600,60,AMOLED,50,20,4,1080p@30fps,Android,14,Dual SIM (Nano-SIM),No,No,5.0,Wi-Fi 6,Rear-mounted,IP54,180,Red,3.6,2463
PH-140987,Oppo,Find X6,2024,264,21912,6,64,Snapdragon 695,Snapdragon 695,Adreno 610,3319,33,No,6.2,720x1600,60,IPS LCD,64,12,4,1080p@30fps,Android,14,Dual SIM,No,No,5.4,Wi-Fi 6,Under-display,None,200,Gold,3.9,13257
PH-147003,Oppo,A98,2022,202,16766,4,64,Unisoc T760,Dimensity 700,Adreno 610,3951,10,No,6.2,720x1600,60,AMOLED,108,16,2,4K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 6E,Rear-mounted,IP52,219,Blue,3.5,37593
PH-487083,Oppo,Reno 10,2023,187,15521,8,256,Snapdragon 4 Gen 2,Dimensity 700,Adreno 610,4099,22,No,6.3,1080x2400,60,IPS LCD,108,20,2,4K@30fps,Android,14,Dual SIM (Nano-SIM),No,No,5.3,Wi-Fi 5,Under-display,None,206,Black,3.9,26763
PH-735596,Oppo,Find X6,2022,159,13197,4,64,Snapdragon 695,Dimensity 700,Mali-G57 MC3,4426,45,No,6.6,1080x2400,60,AMOLED,108,20,2,4K@30fps,Android,13,Dual SIM,No,No,5.1,Wi-Fi 6,Side-mounted,IP52,180,Midnight,3.8,11056
PH-992465,Oppo,Reno 11,2024,196,16268,8,128,Snapdragon 695,Snapdragon 4 Gen 2,Mali-G57 MC1,3519,33,No,6.5,1080x2400,60,AMOLED,50,16,4,4K@30fps,Android,15,Dual SIM,No,No,5.2,Wi-Fi 6,None,None,219,Gold,4.1,35391
