Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-673146,OnePlus,OnePlus 12,2025,314,26062,8,512,MediaTek Dimensity 7200,Exynos 1380,Adreno 725,4204,67,Yes,6.7,1080x2400,90,Super AMOLED,50,8,2,4K@120fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,None,IP52,184,Red,4.1,47119
PH-910377,OnePlus,OnePlus 11R,2025,790,65570,8,512,Google Tensor G3,Snapdragon 8+ Gen 1,Adreno 735,4663,67,Yes,6.6,1560x3120,120,AMOLED,64,16,2,4K@120fps,Android,14,Dual SIM,Yes,Yes,5.2,Wi-Fi 7,None,IP54,202,Graphite,4.7,48909
PH-809217,OnePlus,OnePlus 11R,2025,644,53452,8,256,Exynos 2400,Exynos 2400,Adreno 735,4618,80,Yes,6.6,1290x2796,144,OLED,48,20,2,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 5,Under-display,IP52,180,Midnight,4.5,23520
PH-941316,OnePlus,OnePlus Open,2024,660,54780,16,512,Google Tensor G3,Tensor G3,Mali-G710 MC10,5356,100,Yes,6.1,1440x3200,144,OLED,12,16,2,4K@120fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 6E,None,IP68,168,Titanium,4.3,39807
PH-994005,OnePlus,Nord CE 3 Lite,2026,903,74949,8,512,Google Tensor G3,Tensor G3,Adreno 740,5316,67,Yes,6.1,1560x3120,144,AMOLED,12,16,2,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.2,Wi-Fi 6,Under-display,IP52,181,Silver,4.5,13210
PH-497321,OnePlus,OnePlus 13,2026,603,50049,12,256,Snapdragon 8 Gen 2,Exynos 2400,Mali-G710 MC10,5437,67,Yes,6.3,1440x3200,144,LTPO AMOLED,12,12,2,8K@24fps,Android,15,Single SIM,Yes,Yes,5.3,Wi-Fi 5,Rear-mounted,IP68,203,Black,4.6,14449
PH-321505,OnePlus,OnePlus Open,2026,674,55942,16,512,MediaTek Dimensity 9200+,Snapdragon 8+ Gen 1,Xclipse 920,5025,80,Yes,6.6,1290x2796,144,LTPO AMOLED,48,8,4,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 6,None,None,192,Midnight,4.6,40345
PH-710682,OnePlus,OnePlus Open,2025,950,78850,12,512,Exynos 2400,Snapdragon 8+ Gen 1,Immortalis-G720,5422,80,Yes,6.7,1560x3120,144,OLED,48,20,4,4K@120fps,Android,14,Single SIM,Yes,Yes,5.2,Wi-Fi 7,Rear-mounted,None,177,White,4.3,45188
PH-509992,OnePlus,Nord CE 3 Lite,2024,912,75696,12,256,Google Tensor G3,Snapdragon 8+ Gen 1,Mali-G710 MC10,5028,80,Yes,6.8,1290x2796,120,LTPO AMOLED,48,20,3,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 7,Rear-mounted,IP54,189,Midnight,4.7,44390
PH-140834,OnePlus,OnePlus 12R,2024,951,78933,12,256,Google Tensor G3,Snapdragon 8 Gen 2,Adreno 740,5360,100,Yes,6.4,1290x2796,144,LTPO AMOLED,108,12,3,8K@30fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 6E,Rear-mounted,IP52,166,Silver,4.7,12402
PH-528658,OnePlus,OnePlus Open,2026,883,73289,12,256,Google Tensor G3,Dimensity 9200+,Immortalis-G720,4841,45,Yes,6.6,1440x3200,120,LTPO AMOLED,50,16,2,4K@120fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 6E,Side-mounted,IP54,165,Blue,4.7,8395
PH-357600,OnePlus,OnePlus 12,2025,817,67811,8,512,Exynos 2400,Snapdragon 8 Gen 2,Immortalis-G720,5311,80,Yes,6.7,1440x3200,120,AMOLED,64,8,3,4K@120fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 6E,Rear-mounted,IP67,205,Titanium,4.4,17973
PH-938148,OnePlus,OnePlus 12R,2024,882,73206,8,256,Exynos 2400,Tensor G3,Adreno 740,5077,67,Yes,6.7,1290x2796,120,LTPO AMOLED,64,8,2,8K@30fps,Android,13,Single SIM,Yes,Yes,5.0,Wi-Fi 6E,None,IP67,200,Midnight,4.3,27485
PH-684536,OnePlus,OnePlus 13,2024,731,60673,16,256,MediaTek Dimensity 9200+,Tensor G3,Xclipse 920,4879,80,Yes,6.3,1560x3120,144,AMOLED,64,20,4,4K@120fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 7,None,IP54,197,Titanium,4.4,47403
PH-729781,OnePlus,Nord CE 3 Lite,2026,614,50962,12,256,Exynos 2400,Snapdragon 8+ Gen 1,Adreno 740,5032,67,Yes,6.6,1290x2796,120,AMOLED,48,12,2,8K@24fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,Side-mounted,IP68,185,Titanium,4.5,2443
PH-552634,OnePlus,OnePlus 13,2024,774,64242,16,256,Google Tensor G3,Snapdragon 8+ Gen 1,Adreno 740,5194,45,Yes,6.2,1560x3120,120,LTPO AMOLED,108,20,2,4K@60fps,Android,14,Single SIM,Yes,Yes,5.0,Wi-Fi 6,Under-display,IP54,173,Titanium,4.6,48158
PH-766048,OnePlus,Nord CE 3 Lite,2024,932,77356,16,512,MediaTek Dimensity 9200+,Exynos 2400,Adreno 740,5124,67,Yes,6.2,1290x2796,144,AMOLED,48,12,4,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 6E,Under-display,IP68,174,Black,4.2,20690
PH-399968,OnePlus,OnePlus Open,2025,685,56855,12,512,Snapdragon 8 Gen 2,Dimensity 9200+,Xclipse 920,5412,67,Yes,6.1,1290x2796,120,OLED,12,16,2,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6E,Under-display,IP67,169,Green,4.3,26771
PH-113779,OnePlus,OnePlus Open,2026,735,61005,8,512,Exynos 2400,Snapdragon 8+ Gen 1,Xclipse 920,4950,67,Yes,6.6,1560x3120,144,OLED,64,20,4,4K@120fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 6E,None,IP67,181,Green,4.3,30687
PH-580403,OnePlus,Nord CE 3 Lite,2024,678,56274,8,512,Snapdragon 8 Gen 2,Exynos 2400,Mali-G710 MC10,5058,80,Yes,6.2,1560x3120,120,AMOLED,12,8,2,4K@120fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 7,Side-mounted,IP67,198,Purple,4.3,47761
PH-852075,OnePlus,OnePlus 12R,2026,638,52954,8,256,MediaTek Dimensity 9200+,Exynos 2400,Adreno 735,5206,100,Yes,6.4,1440x3200,144,OLED,12,12,2,4K@120fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 6E,Rear-mounted,IP52,196,Purple,4.7,1190
PH-188857,OnePlus,OnePlus Open,2024,884,73372,16,512,Exynos 2400,Snapdragon 8 Gen 2,Mali-G710 MC10,4520,100,Yes,6.1,1440x3200,120,AMOLED,64,20,4,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 6E,Side-mounted,IP67,190,Silver,4.2,14751
PH-545276,OnePlus,OnePlus Open,2025,905,75115,16,512,Snapdragon 8 Gen 2,Snapdragon 8 Gen 2,Adreno 740,4888,100,Yes,6.6,1440x3200,144,OLED,12,20,2,4K@60fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,Side-mounted,IP54,186,Black,4.2,24404
PH-150400,OnePlus,OnePlus 11R,2026,683,56689,12,512,Snapdragon 8+ Gen 1,Exynos 2400,Mali-G710 MC10,5202,67,Yes,6.6,1290x2796,120,OLED,64,16,4,8K@24fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 7,Rear-mounted,None,162,Red,4.2,29586
PH-884509,OnePlus,OnePlus 12,2024,796,66068,12,256,Snapdragon 8 Gen 2,Tensor G3,Immortalis-G720,5179,80,Yes,6.6,1560x3120,120,LTPO AMOLED,12,16,2,4K@60fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 6,None,IP68,163,Purple,4.4,48608
PH-701283,OnePlus,OnePlus 13,2025,980,81340,12,256,Exynos 2400,Tensor G3,Adreno 735,5192,100,Yes,6.6,1440x3200,120,OLED,50,16,4,8K@24fps,Android,15,Dual SIM,Yes,Yes,5.2,Wi-Fi 6E,Side-mounted,None,193,Black,4.4,13866
PH-959294,OnePlus,OnePlus 12,2025,976,81008,8,512,MediaTek Dimensity 9200+,Dimensity 9200+,Mali-G710 MC10,4546,80,Yes,6.4,1440x3200,144,LTPO AMOLED,50,12,3,4K@60fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 5,Rear-mounted,IP52,181,Gold,4.2,16412
PH-530292,OnePlus,OnePlus 13,2026,905,75115,16,512,Snapdragon 8 Gen 2,Exynos 2400,Immortalis-G720,4727,67,Yes,6.2,1560x3120,144,OLED,108,8,2,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.2,Wi-Fi 6,Rear-mounted,None,196,Green,4.4,43440
PH-240777,OnePlus,Nord CE 3 Lite,2025,894,74202,12,256,Exynos 2400,Tensor G3,Adreno 735,5029,100,Yes,6.7,1290x2796,120,OLED,50,20,3,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 6,None,IP52,205,Green,4.6,47265
PH-674245,OnePlus,OnePlus 12,2024,820,68060,8,512,MediaTek Dimensity 9200+,Snapdragon 8+ Gen 1,Immortalis-G720,4580,100,Yes,6.2,1560x3120,144,LTPO AMOLED,64,20,4,8K@24fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 6E,Rear-mounted,None,194,Midnight,4.2,29626
PH-895336,OnePlus,OnePlus 12,2024,659,54697,12,256,Snapdragon 8+ Gen 1,Exynos 2400,Immortalis-G720,5440,67,Yes,6.6,1560x3120,120,OLED,50,8,4,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 5,Side-mounted,IP54,186,Midnight,4.8,34612
PH-400252,OnePlus,OnePlus 12,2026,968,80344,8,512,MediaTek Dimensity 9200+,Dimensity 9200+,Adreno 740,5307,80,Yes,6.4,1440x3200,120,LTPO AMOLED,64,16,4,4K@120fps,Android,15,Dual SIM,Yes,Yes,5.2,Wi-Fi 6,Side-mounted,IP68,183,Black,4.4,8616
PH-840874,OnePlus,OnePlus 11R,2026,727,60341,12,256,Snapdragon 8+ Gen 1,Exynos 2400,Immortalis-G720,4554,67,Yes,6.7,1560x3120,120,LTPO AMOLED,64,16,3,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.1,Wi-Fi 5,Under-display,None,201,Red,4.6,949
PH-615419,OnePlus,OnePlus Open,2026,802,66566,12,256,Snapdragon 8+ Gen 1,Exynos 2400,Xclipse 920,4926,45,Yes,6.3,1560x3120,144,AMOLED,64,16,4,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.1,Wi-Fi 6,Rear-mounted,IP54,182,White,4.6,11239
PH-794967,OnePlus,OnePlus Open,2025,761,63163,12,256,Exynos 2400,Snapdragon 8 Gen 2,Mali-G710 MC10,5354,80,Yes,6.4,1440x3200,144,AMOLED,48,8,4,8K@30fps,Android,15,Single SIM,Yes,Yes,5.4,Wi-Fi 7,Side-mounted,IP54,171,Silver,4.5,48886
PH-267082,OnePlus,Nord CE 3 Lite,2025,750,62250,12,512,MediaTek Dimensity 9200+,Exynos 2400,Immortalis-G720,4629,100,Yes,6.8,1560x3120,144,OLED,64,8,4,8K@30fps,Android,13,Dual SIM,Yes,Yes,5.4,Wi-Fi 7,None,None,194,Silver,4.4,17615
PH-558889,OnePlus,Nord CE 3 Lite,2025,713,59179,8,256,MediaTek Dimensity 9200+,Dimensity 9200+,Xclipse 920,4772,80,Yes,6.7,1290x2796,144,LTPO AMOLED,12,8,2,4K@120fps,Android,14,Single SIM,Yes,Yes,5.2,Wi-Fi 6E,None,IP54,190,Black,4.3,8256
PH-913641,OnePlus,OnePlus 12R,2026,687,57021,16,256,Snapdragon 8 Gen 2,Dimensity 9200+,Mali-G710 MC10,5063,80,Yes,6.7,1560x3120,144,LTPO AMOLED,50,20,4,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.3,Wi-Fi 5,Rear-mounted,IP52,161,White,4.4,27244
PH-599831,OnePlus,OnePlus Open,2024,926,76858,12,512,Snapdragon 8+ Gen 1,Snapdragon 8 Gen 2,Mali-G710 MC10,5303,80,Yes,6.4,1290x2796,144,LTPO AMOLED,50,20,3,8K@30fps,Android,13,Single SIM,Yes,Yes,5.1,Wi-Fi 5,Under-display,IP67,174,Gold,4.5,39481
PH-446338,OnePlus,OnePlus 12,2025,614,50962,16,512,MediaTek Dimensity 9200+,Exynos 2400,Mali-G710 MC10,4510,100,Yes,6.7,1560x3120,120,AMOLED,64,8,4,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 6,Side-mounted,IP54,203,Silver,4.6,37753
PH-636506,OnePlus,Nord CE 3 Lite,2024,646,53618,16,512,Google Tensor G3,Snapdragon 8+ Gen 1,Adreno 740,5387,100,Yes,6.2,1290x2796,120,AMOLED,12,8,2,4K@120fps,Android,13,Single SIM,Yes,Yes,5.3,Wi-Fi 6E,Under-display,IP67,175,Purple,4.4,30050
PH-122204,OnePlus,OnePlus 11R,2025,636,52788,8,512,Google Tensor G3,Exynos 2400,Mali-G710 MC10,4826,100,Yes,6.4,1560x3120,144,OLED,108,16,3,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 7,Under-display,None,202,Red,4.6,41398
PH-187009,OnePlus,OnePlus 12R,2025,746,61918,16,512,MediaTek Dimensity 9200+,Snapdragon 8 Gen 2,Xclipse 920,5419,45,Yes,6.5,1290x2796,144,OLED,108,12,2,8K@24fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 5,Under-display,IP52,170,Midnight,4.6,24537
PH-615297,OnePlus,OnePlus 12,2025,704,58432,8,256,Snapdragon 8 Gen 2,Snapdragon 8+ Gen 1,Adreno 735,4541,67,Yes,6.4,1560x3120,144,AMOLED,12,12,2,4K@120fps,Android,15,Single SIM,Yes,Yes,5.1,Wi-Fi 5,Under-display,IP67,199,Midnight,4.7,639
PH-872574,OnePlus,OnePlus 13,2026,719,59677,8,512,Google Tensor G3,Dimensity 9200+,Mali-G710 MC10,4796,45,Yes,6.5,1290x2796,120,LTPO AMOLED,50,8,4,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,Side-mounted,IP54,171,Gray,4.7,15520
PH-261337,OnePlus,OnePlus 12,2025,883,73289,8,256,Snapdragon 8+ Gen 1,Tensor G3,Xclipse 920,5421,45,Yes,6.8,1440x3200,120,AMOLED,48,20,4,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 7,Side-mounted,IP54,173,Green,4.7,15687
PH-404458,OnePlus,OnePlus 11R,2024,995,82585,8,256,Snapdragon 8 Gen 2,Tensor G3,Adreno 735,4669,45,Yes,6.7,1290x2796,120,LTPO AMOLED,12,12,2,4K@60fps,Android,15,Dual SIM,Yes,Yes,5.4,Wi-Fi 7,None,IP67,192,Graphite,4.3,10350
PH-297400,OnePlus,Nord CE 3 Lite,2024,862,71546,16,256,Snapdragon 8 Gen 2,Exynos 2400,Immortalis-G720,4657,45,Yes,6.6,1560x3120,120,AMOLED,64,20,2,4K@120fps,Android,15,Dual SIM,Yes,Yes,5.3,Wi-Fi 5,Side-mounted,IP54,180,Red,4.4,35914
PH-690542,OnePlus,Nord CE 3 Lite,2024,748,62084,16,512,Snapdragon 8 Gen 2,Dimensity 9200+,Mali-G710 MC10,4536,80,Yes,6.7,1290x2796,120,LTPO AMOLED,50,20,2,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 7,None,IP67,167,Black,4.3,46904
PH-620021,OnePlus,OnePlus 12R,2026,962,79846,8,512,Exynos 2400,Snapdragon 8 Gen 2,Immortalis-G720,5380,100,Yes,6.2,1560x3120,120,OLED,108,8,2,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.0,Wi-Fi 6,None,IP54,184,Black,4.7,27831
PH-518316,OnePlus,OnePlus 12R,2024,806,66898,12,512,Exynos 2400,Snapdragon 8 Gen 2,Adreno 740,5435,100,Yes,6.4,1440x3200,120,LTPO AMOLED,50,8,2,8K@24fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,Under-display,IP54,205,Blue,4.3,14179
